Title,Subtitle,Authors,ISBN,LCC,Publish Date,Description,Thumbnail,Small,Medium,Large,Preview
Software reuse,architecture process and organization for business success,"Ivar Jacobson, Martin Griss, Patrik Jonsson",9780201924763,QA76.76.R47 J33 1997,1997,Introducing the reuse-driven software engineering business; Architectural style; Processes; Organizing a reuse business.,http://bks7.books.google.com/books?id=wrFQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks7.books.google.com/books?id=wrFQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks7.books.google.com/books?id=wrFQAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks7.books.google.com/books?id=wrFQAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=wrFQAAAAMAAJ&dq=isbn:9780201924763&hl=&cd=1&source=gbs_api
Fifth International Conference on Software Reuse,"Proceedings : June 2-5, 1998, Victoria, British Columbia, Canada","Premkumar Devanbu, Jeffrey S. Poulin",9780818683770,QA76.76.R47 I587 1998,1998,,http://bks9.books.google.com/books?id=081_NAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks9.books.google.com/books?id=081_NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks9.books.google.com/books?id=081_NAEACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks9.books.google.com/books?id=081_NAEACAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=081_NAEACAAJ&dq=isbn:9780818683770&hl=&cd=1&source=gbs_api
Fourth International Conference on Software Reuse,"Proceedings, April 23-26, 1996, Orlando, Florida, USA",Murali Sitaraman,9780818673016,QA76.76.R47 I587 1996,1996-01-01,,,,,,http://books.google.com/books?id=lRd-QgAACAAJ&dq=isbn:9780818673016&hl=&cd=1&source=gbs_api
Third International Conference on Software Reuse,Advances in Software Reusability,,9780818666322,QA76.76.R47 I587 1994,1994,,,,,,
Practical Software Reuse,"","Michel Ezran, Maurizio Morisio, Colin Tully",9781852335021,QA76.76.R47 E97 2002,2002-03-11,"Right context, software reuse promises high value to businesses that develop software, opening the door to radical improvements in their software capability (productivity, cost, time to market). Attempts to adopt reuse without a sound understanding of the range of issues involved, however, can lead to expensive failure. This book is for those who are wondering whether they should adopt reuse and how, and also to those who have already started to adopt it but are wondering where they may be going wrong and how they could do better. It consistently emphasizes the practical issues that influence success or failure in reuse; and it offers a concise and balanced coverage of the essentials of the subject, rather than going into undue depth or detail on some topics at the expense of others. It occupies the central ground between being on the one hand an academic textbook and on the other hand a cookbook with ready-made recipes for exactly how to do it. The authors have drawn on their extensive experience of reuse and of software process improvement to provide a readable and balanced coverage of the subject. This book is suitable for business executives, software managers and software developers, regardless of whatever kind of software or applications are developed by their organisations, and whatever the size of those organisations. A special feature of the book is the frequent use of experience notes, drawn from the real-life experience of organisations that have embarked on the reuse adventure.",http://bks2.books.google.com/books?id=kIlpuK1GkLwC&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks2.books.google.com/books?id=kIlpuK1GkLwC&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks2.books.google.com/books?id=kIlpuK1GkLwC&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks2.books.google.com/books?id=kIlpuK1GkLwC&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=kIlpuK1GkLwC&printsec=frontcover&dq=isbn:9781852335021&hl=&cd=1&source=gbs_api
Domain Oriented Systems Development,Principles and Approaches,Kiyoshi Itoh,9789056991876,QA76.76.R47 D67 1998,1998,"Domain oriented systems development is recognized as the principal discipline for the establishment of software reuse infrastructures within an organization. Since 1993, the Special Interest Group for Software Engineering at the Information Processing Society of Japan has been studying the concept of domain analysis & modeling to improve software productivity & reusability. This book describes a framework for domain oriented systems development, dubbed D-AME (domain analysis, modeling & engineering), & includes various examples related to a sales domain, a business system domain, an automatic tellers domain, a communication system domain, a reactive plant domain, & an expert system domain. This book will provide a useful resource for practitioners & researchers in the software & systems engineering fields. Contents: Brief Survey & D-AME Project, Kiyoshi Itoh, Satoshi Kumagai, Toyohiko Hirota & Hiroyuki Yoshida * Business Application Domain, Toshiya Hikita * CASE Environment Development in ATM Domain, Yoko Shimizu, Noboru Fujimaki, Yuji Tamaki & Toshiyuki Obi * Financial Product Modeling Based on D-AME, Rieko Yamamoto, Yuko Nakayama, Tadahiro Uehara & Hiroyuki Yoshida * Triadic Domain Model, Yasuhisa Tamura & Kiyoshi Itoh * Real World Modeling for Manufacturing Industry, Junko Iizumi * Domain Model for Transportation & Delivery Scheduling System, Akihiro Abe * Collaborative System Engineering in Plant Monitoring & Operations, Satoshi Kumagai, Shuzo Kishima & Kiyoshi Itoh * Intelligent CAD to Support Structural Design of Building, I * Program Understanding via Domain Model, Shuichi Arasaki & Yoshiaki Fukazawa",http://bks8.books.google.com/books?id=PyF7ihi37AoC&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks8.books.google.com/books?id=PyF7ihi37AoC&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks8.books.google.com/books?id=PyF7ihi37AoC&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks8.books.google.com/books?id=PyF7ihi37AoC&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=PyF7ihi37AoC&printsec=frontcover&dq=isbn:9789056991876&hl=&cd=1&source=gbs_api
Framing software reuse,lessons from the real world,Paul G. Bassett,9780133278590,QA76.76.R47 B37 1997,1997,"Written by the inventor of the Bassett Frame Technology, this authoritative volume explains how cost-effectiveness of large I.S. departments can be improved 50-fold by implementing highly effective software engineering techniques. It identifies those techniques that work well together, and explains why they do.",http://bks2.books.google.com/books?id=jYYZAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks2.books.google.com/books?id=jYYZAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks2.books.google.com/books?id=jYYZAQAAIAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks2.books.google.com/books?id=jYYZAQAAIAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=jYYZAQAAIAAJ&dq=isbn:9780133278590&hl=&cd=1&source=gbs_api
Refactoring,Improving the Design of Existing Code,Martin Fowler,9780201485677,QA76.76.R42 F69 1999,1999,"Refactoring, a first example. Principles in refactoring. Bad smells in code (by Kent Beck and Martin Fowler). Building tests. Toward a catalog of refactorings. Composing methods. Moving features between objects. Organizing data. Simplifying conditional expressions. Making method calls simpler. Dealing with generalization. Big refactorings (by Kent Beck and Martin Fowler). Refactoring, Reuse, and Reality (by Willian opdyke). Refactoring tools (by Don Roberts and John Brant). Putting it all together.",http://bks7.books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks7.books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks7.books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks7.books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&dq=isbn:9780201485677&hl=&cd=1&source=gbs_api
Refactoring,Improving the Design of Existing Code,Martin Fowler,9780201485677,QA76.76.R42 F69 1999,1999,"Refactoring, a first example. Principles in refactoring. Bad smells in code (by Kent Beck and Martin Fowler). Building tests. Toward a catalog of refactorings. Composing methods. Moving features between objects. Organizing data. Simplifying conditional expressions. Making method calls simpler. Dealing with generalization. Big refactorings (by Kent Beck and Martin Fowler). Refactoring, Reuse, and Reality (by Willian opdyke). Refactoring tools (by Don Roberts and John Brant). Putting it all together.",http://bks7.books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks7.books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks7.books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks7.books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=1MsETFPD3I0C&printsec=frontcover&dq=isbn:9780201485677&hl=&cd=1&source=gbs_api
Glitch,The Hidden Impact of Faulty Software,Jeff Papows,9780132160636,QA76.76.Q35 P36 2010,2010,,,,,,
Assessment and control of software risks,"",Capers Jones,9780137414062,QA76.76.Q35 J67 1994,1994,"This handbook summarizes more than 50 of the major problems of building and maintaining software projects, and outlines the prevention/control “therapies” available. KEY TOPICS: Considers in depth the software-related risks in the domains of methodologies, tools, organization structures, skills and specialization, client relations, and sociological issues. For software managers and software professionals in software engineering, software quality assurance, and related software areas.",http://bks8.books.google.com/books?id=OYk_AQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks8.books.google.com/books?id=OYk_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks8.books.google.com/books?id=OYk_AQAAIAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks8.books.google.com/books?id=OYk_AQAAIAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=OYk_AQAAIAAJ&dq=isbn:9780137414062&hl=&cd=1&source=gbs_api
The Pattern Almanac 2000,"",Linda Rising,9780201615678,QA76.76.P37 R57 2000,2000,"The Pattern Almanac brings together key information about hundreds of the world's most widely used patterns and catalogs all the stages, resources, and templates of pattern development. Coverage includes analysis, architecture, business planning, class libraries, client/server development, concurrency, databases, design, distributed systems, memory management, networking, and more. Both stand-alone patterns and sub-patterns are covered.",http://bks9.books.google.com/books?id=n4UZAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks9.books.google.com/books?id=n4UZAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks9.books.google.com/books?id=n4UZAQAAIAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks9.books.google.com/books?id=n4UZAQAAIAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=n4UZAQAAIAAJ&dq=isbn:9780201615678&hl=&cd=1&source=gbs_api
The Waite Group's Unix Primer Plus,"","Mitchell Waite, Donald W. Martin, Stephen Prata",9780672227295,QA76.76.O63 W352 1990,1990,"Introduces the fundamentals of the UNIX operating system to both the beginner and experienced computer user, and includes a discussion of the more advanced features",http://bks8.books.google.com/books?id=Z84mAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks8.books.google.com/books?id=Z84mAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks8.books.google.com/books?id=Z84mAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks8.books.google.com/books?id=Z84mAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=Z84mAAAAMAAJ&dq=isbn:9780672227295&hl=&cd=1&source=gbs_api
Distributed Operating Systems,"",Andrew S. Tanenbaum,9780136374060,QA76.76.O63 T36 1987,1995,"As distributed computer systems become more pervasive, so does the need for understanding how their operating systems are designed and implemented. Andrew S. Tanenbaum's Distributed Operating Systems fulfills this need. Representing a revised and greatly expanded Part II of the best-selling Modern Operating Systems, it covers the material from the original book, including communication, synchronization, processes, and file systems, and adds new material on distributed shared memory, real-time distributed systems, fault-tolerant distributed systems, and ATM networks. It also contains four detailed case studies: Amoeba, Mach, Chorus, and OSF/DCE. Tanenbaum's trademark writing provides readers with a thorough, concise treatment of distributed systems.",,,,,http://books.google.com/books?id=DALCNAEACAAJ&dq=isbn:9780136374060&hl=&cd=1&source=gbs_api
